ObjectID,Name,StartDepotName,EndDepotName,EarliestStartTime,LatestStartTime,Capacities,CostPerUnitTime,CostPerUnitDistance,CostPerUnitOvertime,OvertimeStartTime,MaxOrderCount,MaxTotalTime,AssignmentRule,SpecialtyNames,Description,TechnicianRating,Team
256,Technician256,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_McKinney,4.47,McKinney
257,Technician257,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Richardson,4.59,Richardson
258,Technician258,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Dallas_North,3.38,Dallas_North
259,Technician259,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Las_Colinas,3.31,Las_Colinas
260,Technician260,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Plano,4.21,Plano
261,Technician261,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Frisco,3.45,Frisco
262,Technician262,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Arlington,4.6,Arlington
263,Technician263,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Garland,3.73,Garland
264,Technician264,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing Electrical,Synthetic technician routed from Depot_McKinney,3.44,McKinney
265,Technician265,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Richardson,4.77,Richardson
266,Technician266,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Dallas_North,3.48,Dallas_North
267,Technician267,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Las_Colinas,3.68,Las_Colinas
268,Technician268,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Plano,3.46,Plano
269,Technician269,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Frisco,3.4,Frisco
270,Technician270,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Arlington,3.24,Arlington
271,Technician271,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Garland,3.29,Garland
272,Technician272,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC Plumbing,Synthetic technician routed from Depot_McKinney,3.5,McKinney
273,Technician273,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Richardson,3.29,Richardson
274,Technician274,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Dallas_North,4.2,Dallas_North
275,Technician275,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Las_Colinas,4.36,Las_Colinas
276,Technician276,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_Plano,3.87,Plano
277,Technician277,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Frisco,3.74,Frisco
278,Technician278,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Arlington,4.06,Arlington
279,Technician279,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Garland,4.69,Garland
280,Technician280,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_McKinney,4.65,McKinney
281,Technician281,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Richardson,3.27,Richardson
282,Technician282,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Dallas_North,3.51,Dallas_North
283,Technician283,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Las_Colinas,3.6,Las_Colinas
284,Technician284,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing Electrical,Synthetic technician routed from Depot_Plano,3.62,Plano
285,Technician285,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Frisco,4.17,Frisco
286,Technician286,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Arlington,3.91,Arlington
287,Technician287,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Garland,3.28,Garland
288,Technician288,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_McKinney,3.84,McKinney
289,Technician289,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Richardson,4.09,Richardson
290,Technician290,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Dallas_North,3.37,Dallas_North
291,Technician291,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Las_Colinas,4.62,Las_Colinas
292,Technician292,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC Plumbing,Synthetic technician routed from Depot_Plano,3.29,Plano
293,Technician293,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Frisco,4.77,Frisco
294,Technician294,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Arlington,3.37,Arlington
295,Technician295,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Garland,4.63,Garland
296,Technician296,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_McKinney,4.73,McKinney
297,Technician297,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Richardson,4.87,Richardson
298,Technician298,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Dallas_North,4.56,Dallas_North
299,Technician299,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Las_Colinas,4.53,Las_Colinas
300,Technician300,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Plano,4.29,Plano
301,Technician301,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Frisco,4.52,Frisco
302,Technician302,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Arlington,3.43,Arlington
303,Technician303,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Garland,4.11,Garland
304,Technician304,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing Electrical,Synthetic technician routed from Depot_McKinney,4.07,McKinney
305,Technician305,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Richardson,4.66,Richardson
306,Technician306,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Dallas_North,3.99,Dallas_North
307,Technician307,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Las_Colinas,3.85,Las_Colinas
308,Technician308,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Plano,4.29,Plano
309,Technician309,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Frisco,3.65,Frisco
310,Technician310,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Arlington,3.44,Arlington
311,Technician311,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Garland,4.01,Garland
312,Technician312,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC Plumbing,Synthetic technician routed from Depot_McKinney,3.91,McKinney
313,Technician313,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Richardson,3.6,Richardson
314,Technician314,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Dallas_North,3.82,Dallas_North
315,Technician315,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Las_Colinas,3.82,Las_Colinas
316,Technician316,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_Plano,3.76,Plano
317,Technician317,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Frisco,3.85,Frisco
318,Technician318,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Arlington,4.37,Arlington
319,Technician319,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Garland,3.7,Garland
320,Technician320,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_McKinney,4.81,McKinney
321,Technician321,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Richardson,4.76,Richardson
322,Technician322,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Dallas_North,4.02,Dallas_North
323,Technician323,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Las_Colinas,3.76,Las_Colinas
324,Technician324,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing Electrical,Synthetic technician routed from Depot_Plano,4.11,Plano
325,Technician325,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Frisco,4.64,Frisco
326,Technician326,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Arlington,4.31,Arlington
327,Technician327,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Garland,4.57,Garland
328,Technician328,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_McKinney,4.11,McKinney
329,Technician329,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Richardson,4.28,Richardson
330,Technician330,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Dallas_North,3.69,Dallas_North
331,Technician331,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Las_Colinas,4.45,Las_Colinas
332,Technician332,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC Plumbing,Synthetic technician routed from Depot_Plano,3.54,Plano
333,Technician333,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Frisco,4.38,Frisco
334,Technician334,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Arlington,4.66,Arlington
335,Technician335,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Garland,3.42,Garland
336,Technician336,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_McKinney,4.24,McKinney
337,Technician337,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Richardson,3.36,Richardson
338,Technician338,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Dallas_North,4.43,Dallas_North
339,Technician339,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Las_Colinas,3.34,Las_Colinas
340,Technician340,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Plano,4.79,Plano
341,Technician341,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Frisco,3.43,Frisco
342,Technician342,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Arlington,4.83,Arlington
343,Technician343,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Garland,4.56,Garland
344,Technician344,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing Electrical,Synthetic technician routed from Depot_McKinney,4.21,McKinney
345,Technician345,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Richardson,4.53,Richardson
346,Technician346,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Dallas_North,4.55,Dallas_North
347,Technician347,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Las_Colinas,4.81,Las_Colinas
348,Technician348,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Plano,3.63,Plano
349,Technician349,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Frisco,4.2,Frisco
350,Technician350,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Arlington,3.36,Arlington
351,Technician351,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Garland,4.25,Garland
352,Technician352,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC Plumbing,Synthetic technician routed from Depot_McKinney,3.49,McKinney
353,Technician353,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Richardson,4.16,Richardson
354,Technician354,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Dallas_North,4.17,Dallas_North
355,Technician355,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Las_Colinas,3.99,Las_Colinas
356,Technician356,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_Plano,4.09,Plano
357,Technician357,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Frisco,4.5,Frisco
358,Technician358,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Arlington,4.56,Arlington
359,Technician359,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Garland,4.04,Garland
360,Technician360,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_McKinney,4.22,McKinney
361,Technician361,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Richardson,4.78,Richardson
362,Technician362,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Dallas_North,3.4,Dallas_North
363,Technician363,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Las_Colinas,3.4,Las_Colinas
364,Technician364,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing Electrical,Synthetic technician routed from Depot_Plano,3.35,Plano
365,Technician365,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Frisco,4.32,Frisco
366,Technician366,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Arlington,3.91,Arlington
367,Technician367,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Garland,4.52,Garland
368,Technician368,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_McKinney,4.34,McKinney
369,Technician369,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Richardson,3.77,Richardson
370,Technician370,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Dallas_North,4.73,Dallas_North
371,Technician371,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Las_Colinas,4.5,Las_Colinas
372,Technician372,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC Plumbing,Synthetic technician routed from Depot_Plano,3.66,Plano
373,Technician373,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Frisco,3.82,Frisco
374,Technician374,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Arlington,3.73,Arlington
375,Technician375,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,,Synthetic technician routed from Depot_Garland,3.47,Garland
376,Technician376,Depot_McKinney,Depot_McKinney,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical Controls,Synthetic technician routed from Depot_McKinney,3.45,McKinney
377,Technician377,Depot_Richardson,Depot_Richardson,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Richardson,4.79,Richardson
378,Technician378,Depot_Dallas_North,Depot_Dallas_North,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Dallas_North,3.94,Dallas_North
379,Technician379,Depot_Las_Colinas,Depot_Las_Colinas,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Plumbing,Synthetic technician routed from Depot_Las_Colinas,3.85,Las_Colinas
380,Technician380,Depot_Plano,Depot_Plano,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Plano,4.44,Plano
381,Technician381,Depot_Frisco,Depot_Frisco,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Electrical,Synthetic technician routed from Depot_Frisco,4.14,Frisco
382,Technician382,Depot_Arlington,Depot_Arlington,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,HVAC,Synthetic technician routed from Depot_Arlington,4.79,Arlington
383,Technician383,Depot_Garland,Depot_Garland,2026-04-06 07:00:00,2026-04-06 07:45:00,150,1.0,0.35,4.5,540,130,720,1,Controls,Synthetic technician routed from Depot_Garland,4.53,Garland
